Dato/klokkeslett;NO1;NO2;NO3;NO4;NO5
2021-04-27 Kl. 05-06;0,64649;0,64649;0,64649;0,51719;0,64649
2021-04-27 Kl. 06-07;0,74139;0,74139;0,74064;0,59251;0,74139
2021-04-27 Kl. 07-08;1,00890;1,00890;1,00890;0,80712;1,00890
2021-04-27 Kl. 08-09;0,99584;0,99584;1,02446;0,81957;0,99584
2021-04-27 Kl. 09-10;0,71051;0,71051;0,77515;0,62012;0,71051
2021-04-27 Kl. 10-11;0,63933;0,62916;0,63933;0,51146;0,63933
2021-04-27 Kl. 11-12;0,62740;0,60920;0,62740;0,50192;0,62740
2021-04-27 Kl. 12-13;0,60758;0,59000;0,60758;0,48606;0,60758
2021-04-27 Kl. 13-14;0,58259;0,57506;0,58259;0,46607;0,58259
2021-04-27 Kl. 14-15;0,57481;0,57481;0,57481;0,45985;0,57481
2021-04-27 Kl. 15-16;0,59276;0,57556;0,59276;0,47421;0,59276
2021-04-27 Kl. 16-17;0,61586;0,60694;0,61586;0,49269;0,61586
2021-04-27 Kl. 17-18;0,65214;0,65214;0,65214;0,52171;0,65214
2021-04-27 Kl. 18-19;0,73875;0,73875;0,73875;0,59100;0,73875
2021-04-27 Kl. 19-20;0,73223;0,73223;0,73223;0,58578;0,73223
2021-04-27 Kl. 20-21;0,70611;0,70611;0,70611;0,56489;0,70611
2021-04-27 Kl. 21-22;0,72456;0,72456;0,72456;0,57965;0,72456
2021-04-27 Kl. 22-23;0,65515;0,65515;0,65515;0,52412;0,65515
2021-04-27 Kl. 23-00;0,60393;0,60393;0,60393;0,48314;0,60393
2021-04-28 Kl. 00-01;0,58966;0,58966;0,58966;0,47173;0,58966
2021-04-28 Kl. 01-02;0,58126;0,58126;0,58126;0,46501;0,58126
2021-04-28 Kl. 02-03;0,58866;0,58866;0,58866;0,47093;0,58866
2021-04-28 Kl. 03-04;0,59931;0,59931;0,59931;0,47945;0,59931
2021-04-28 Kl. 04-05;0,61259;0,61259;0,61259;0,49007;0,61259
2021-04-28 Kl. 05-06;0,65344;0,65344;0,65344;0,52275;0,65344
2021-04-28 Kl. 06-07;0,86971;0,86971;0,86971;0,69577;0,86971
2021-04-28 Kl. 07-08;0,99138;0,99138;1,02095;0,81676;0,99138
2021-04-28 Kl. 08-09;1,04111;1,04111;1,07219;0,85775;1,04111
2021-04-28 Kl. 09-10;0,84979;0,84979;0,87698;0,70158;0,84979
2021-04-28 Kl. 10-11;0,68251;0,66134;0,68251;0,54601;0,68251
2021-04-28 Kl. 11-12;0,64518;0,62513;0,64518;0,51614;0,64518
2021-04-28 Kl. 12-13;0,62086;0,60156;0,62086;0,49669;0,62086
2021-04-28 Kl. 13-14;0,61961;0,60156;0,61961;0,49569;0,61961
2021-04-28 Kl. 14-15;0,63703;0,61860;0,63703;0,50962;0,63703
2021-04-28 Kl. 15-16;0,68038;0,66071;0,68038;0,54430;0,68038
2021-04-28 Kl. 16-17;0,70118;0,68088;0,70118;0,56094;0,70118
2021-04-28 Kl. 17-18;0,79704;0,79704;0,79704;0,63763;0,79704
2021-04-28 Kl. 18-19;0,81695;0,81695;0,81695;0,65356;0,81695
2021-04-28 Kl. 19-20;0,92321;0,92321;0,92321;0,73857;0,92321
2021-04-28 Kl. 20-21;0,79328;0,79328;0,79328;0,63462;0,79328
2021-04-28 Kl. 21-22;0,76008;0,76008;0,76008;0,60806;0,76008
2021-04-28 Kl. 22-23;0,68878;0,68878;0,68878;0,55102;0,68878
2021-04-28 Kl. 23-00;0,61385;0,61385;0,61385;0,49108;0,61385
2021-04-29 Kl. 00-01;0,60260;0,60260;0,60260;0,48208;0,60260
2021-04-29 Kl. 01-02;0,59474;0,59474;0,59474;0,47579;0,59474
2021-04-29 Kl. 02-03;0,59263;0,59263;0,58389;0,46711;0,59263
2021-04-29 Kl. 03-04;0,59461;0,59461;0,59461;0,47569;0,59461
2021-04-29 Kl. 04-05;0,60448;0,60448;0,60448;0,48358;0,60448
2021-04-29 Kl. 05-06;0,61434;0,61434;0,61434;0,49147;0,61434
2021-04-29 Kl. 06-07;0,69881;0,69881;0,69881;0,55905;0,69881
2021-04-29 Kl. 07-08;0,96524;0,96524;0,97323;0,77858;0,96524
2021-04-29 Kl. 08-09;1,02876;1,02876;1,03625;0,82900;1,02876
2021-04-29 Kl. 09-10;0,84508;0,84508;0,87365;0,69892;0,84508
2021-04-29 Kl. 10-11;0,74461;0,74461;0,76920;0,61536;0,74461
2021-04-29 Kl. 11-12;0,69420;0,69420;0,71255;0,57004;0,69420
2021-04-29 Kl. 12-13;0,67199;0,65253;0,67199;0,53759;0,67199
2021-04-29 Kl. 13-14;0,60996;0,60648;0,60996;0,48797;0,60996
2021-04-29 Kl. 14-15;0,58276;0,58276;0,58276;0,46621;0,58276
2021-04-29 Kl. 15-16;0,56666;0,56666;0,56666;0,43127;0,56666
2021-04-29 Kl. 16-17;0,58326;0,58326;0,58326;0,40032;0,58326
2021-04-29 Kl. 17-18;0,60235;0,60235;0,60235;0,39693;0,60235
2021-04-29 Kl. 18-19;0,63268;0,63268;0,63268;0,40042;0,63268
2021-04-29 Kl. 19-20;0,63455;0,63455;0,63455;0,40062;0,63455
2021-04-29 Kl. 20-21;0,61609;0,61609;0,61609;0,49287;0,61609
2021-04-29 Kl. 21-22;0,61559;0,61559;0,61559;0,49247;0,61559
2021-04-29 Kl. 22-23;0,59749;0,59749;0,58126;0,46501;0,59749
2021-04-29 Kl. 23-00;0,59999;0,59999;0,46446;0,37157;0,59999
2021-04-30 Kl. 00-01;0,60023;0,60023;0,43684;0,34947;0,60023
2021-04-30 Kl. 01-02;0,59165;0,59165;0,43523;0,34818;0,59165
2021-04-30 Kl. 02-03;0,60259;0,60259;0,42989;0,34391;0,60259
2021-04-30 Kl. 03-04;0,61339;0,61339;0,43623;0,34898;0,61339
2021-04-30 Kl. 04-05;0,61513;0,61513;0,44828;0,35862;0,61513
2021-04-30 Kl. 05-06;0,62830;0,62830;0,52009;0,39967;0,62830
2021-04-30 Kl. 06-07;0,72720;0,72720;0,55711;0,44569;0,72720
2021-04-30 Kl. 07-08;0,97830;0,97830;0,56519;0,45215;0,97830
2021-04-30 Kl. 08-09;1,02240;1,02240;0,56569;0,45255;1,02240
2021-04-30 Kl. 09-10;0,94450;0,94450;0,56494;0,45195;0,94450
2021-04-30 Kl. 10-11;0,87915;0,87915;0,56643;0,45314;0,87915
2021-04-30 Kl. 11-12;0,83368;0,83368;0,56333;0,45066;0,83368
2021-04-30 Kl. 12-13;0,63328;0,63328;0,56195;0,44956;0,63328
2021-04-30 Kl. 13-14;0,62048;0,62048;0,56096;0,44877;0,62048
2021-04-30 Kl. 14-15;0,62271;0,62271;0,55724;0,44579;0,62271
2021-04-30 Kl. 15-16;0,60855;0,60855;0,55289;0,44231;0,60855
2021-04-30 Kl. 16-17;0,63824;0,63824;0,54891;0,43913;0,63824
2021-04-30 Kl. 17-18;0,65476;0,65476;0,55003;0,44002;0,65476
2021-04-30 Kl. 18-19;0,65278;0,65278;0,55350;0,44280;0,65278
2021-04-30 Kl. 19-20;0,64221;0,64221;0,55948;0,44758;0,64221
2021-04-30 Kl. 20-21;0,61911;0,61911;0,56308;0,45046;0,61911
2021-04-30 Kl. 21-22;0,60494;0,60494;0,55674;0,44539;0,60494
2021-04-30 Kl. 22-23;0,62010;0,62010;0,54804;0,43843;0,62010
2021-04-30 Kl. 23-00;0,61228;0,61228;0,46393;0,37114;0,61228
2021-05-01 Kl. 00-01;0,65491;0,65491;0,54419;0,43535;0,65491
2021-05-01 Kl. 01-02;0,63118;0,63118;0,53735;0,42988;0,63118
2021-05-01 Kl. 02-03;0,62845;0,62845;0,52754;0,42203;0,62845
2021-05-01 Kl. 03-04;0,62770;0,62770;0,53101;0,42481;0,62770
2021-05-01 Kl. 04-05;0,63180;0,63180;0,53164;0,42531;0,63180
2021-05-01 Kl. 05-06;0,63031;0,63031;0,54009;0,43207;0,63031
2021-05-01 Kl. 06-07;0,63143;0,63143;0,54916;0,43933;0,63143
2021-05-01 Kl. 07-08;0,63280;0,63280;0,56420;0,45136;0,63280
2021-05-01 Kl. 08-09;0,64063;0,64063;0,58296;0,46637;0,64063
2021-05-01 Kl. 09-10;0,66499;0,66499;0,61168;0,48934;0,66499
2021-05-01 Kl. 10-11;0,65803;0,65803;0,60745;0,48596;0,65803
2021-05-01 Kl. 11-12;0,64236;0,64236;0,58806;0,47045;0,64236
2021-05-01 Kl. 12-13;0,63914;0,63914;0,56830;0,45464;0,63914
2021-05-01 Kl. 13-14;0,61403;0,61403;0,56843;0,45474;0,61403
2021-05-01 Kl. 14-15;0,58284;0,58284;0,56470;0,45176;0,58284
2021-05-01 Kl. 15-16;0,56966;0,56966;0,55226;0,44181;0,56966
2021-05-01 Kl. 16-17;0,58930;0,58930;0,57128;0,45702;0,58930
2021-05-01 Kl. 17-18;0,60708;0,60708;0,60708;0,48566;0,60708
2021-05-01 Kl. 18-19;0,63504;0,63504;0,63504;0,50803;0,63504
2021-05-01 Kl. 19-20;0,64473;0,64473;0,64125;0,51300;0,64473
2021-05-01 Kl. 20-21;0,66213;0,66213;0,63416;0,50733;0,66213
2021-05-01 Kl. 21-22;0,68039;0,68039;0,64473;0,51578;0,68039
2021-05-01 Kl. 22-23;0,68871;0,68871;0,61080;0,48864;0,68871
2021-05-01 Kl. 23-00;0,63441;0,63441;0,56308;0,45046;0,63441
2021-05-02 Kl. 00-01;0,67095;0,67095;0,57924;0,46339;0,67095
2021-05-02 Kl. 01-02;0,63291;0,63291;0,56548;0,45238;0,63291
2021-05-02 Kl. 02-03;0,61303;0,61303;0,56323;0,45058;0,61303
2021-05-02 Kl. 03-04;0,59563;0,59563;0,58036;0,46429;0,59563
2021-05-02 Kl. 04-05;0,59926;0,59926;0,58675;0,46940;0,59926
2021-05-02 Kl. 05-06;0,59764;0,59764;0,59764;0,47811;0,59764
2021-05-02 Kl. 06-07;0,58863;0,58863;0,58863;0,47090;0,58863
2021-05-02 Kl. 07-08;0,60001;0,60001;0,60001;0,48001;0,60001
2021-05-02 Kl. 08-09;0,61665;0,61665;0,61665;0,49332;0,61665
2021-05-02 Kl. 09-10;0,59989;0,59989;0,59989;0,47991;0,59989
2021-05-02 Kl. 10-11;0,58663;0,58663;0,57936;0,46349;0,58663
2021-05-02 Kl. 11-12;0,58275;0,58275;0,57711;0,46169;0,58275
2021-05-02 Kl. 12-13;0,55948;0,55948;0,54934;0,43947;0,55948
2021-05-02 Kl. 13-14;0,44976;0,44976;0,44038;0,35230;0,44976
2021-05-02 Kl. 14-15;0,42724;0,42724;0,41373;0,33098;0,42724
2021-05-02 Kl. 15-16;0,42011;0,42011;0,41860;0,33488;0,42011
2021-05-02 Kl. 16-17;0,45539;0,45539;0,45114;0,36091;0,45539
2021-05-02 Kl. 17-18;0,52745;0,52745;0,52533;0,42026;0,52745
2021-05-02 Kl. 18-19;0,58200;0,58200;0,58200;0,46560;0,58200
2021-05-02 Kl. 19-20;0,63304;0,63304;0,63304;0,50643;0,63304
2021-05-02 Kl. 20-21;0,64518;0,64518;0,64518;0,51614;0,64518
2021-05-02 Kl. 21-22;0,67545;0,67545;0,67545;0,54036;0,67545
2021-05-02 Kl. 22-23;0,69409;0,69409;0,69409;0,55527;0,69409
2021-05-02 Kl. 23-00;0,64255;0,64255;0,64255;0,51404;0,64255
2021-05-03 Kl. 00-01;0,65844;0,65844;0,65844;0,52675;0,65844
2021-05-03 Kl. 01-02;0,63791;0,63791;0,63791;0,51033;0,63791
2021-05-03 Kl. 02-03;0,62490;0,62490;0,62490;0,49992;0,62490
2021-05-03 Kl. 03-04;0,62754;0,62754;0,62754;0,50203;0,62754
2021-05-03 Kl. 04-05;0,62679;0,62679;0,62679;0,50143;0,62679
2021-05-03 Kl. 05-06;0,68646;0,68646;0,68646;0,54917;0,68646
2021-05-03 Kl. 06-07;0,84748;0,84748;0,84748;0,67798;0,84748
2021-05-03 Kl. 07-08;1,04976;1,04976;1,05528;0,84422;1,04976
2021-05-03 Kl. 08-09;1,06816;1,06816;1,10006;0,88005;1,06816
2021-05-03 Kl. 09-10;0,81745;0,81745;0,84221;0,67377;0,81745
2021-05-03 Kl. 10-11;0,73913;0,73913;0,76290;0,61032;0,73913
2021-05-03 Kl. 11-12;0,69246;0,69246;0,71461;0,57169;0,69246
2021-05-03 Kl. 12-13;0,65055;0,64668;0,66294;0,53035;0,65055
2021-05-03 Kl. 13-14;0,62515;0,62328;0,62515;0,50012;0,62515
2021-05-03 Kl. 14-15;0,63591;0,62604;0,63591;0,50873;0,63591
2021-05-03 Kl. 15-16;0,62666;0,62428;0,62666;0,50133;0,62666
2021-05-03 Kl. 16-17;0,62403;0,62403;0,62403;0,49922;0,62403
2021-05-03 Kl. 17-18;0,68609;0,68609;0,68609;0,54887;0,68609
2021-05-03 Kl. 18-19;0,78104;0,78104;0,78104;0,62483;0,78104
2021-05-03 Kl. 19-20;0,99685;0,99685;0,99685;0,79748;0,99685
2021-05-03 Kl. 20-21;0,99723;0,99723;0,99723;0,79778;0,99723
2021-05-03 Kl. 21-22;0,95056;0,95056;0,85023;0,68018;0,95056
2021-05-03 Kl. 22-23;0,83133;0,83133;0,76178;0,60942;0,83133
2021-05-03 Kl. 23-00;0,64205;0,64205;0,63029;0,50423;0,64205
2021-05-04 Kl. 00-01;0,62603;0,62603;0,57939;0,46351;0,62603
2021-05-04 Kl. 01-02;0,58926;0,58926;0,48651;0,38921;0,58926
2021-05-04 Kl. 02-03;0,57039;0,57039;0,43776;0,35021;0,57039
2021-05-04 Kl. 03-04;0,55664;0,55664;0,43739;0,34991;0,55664
2021-05-04 Kl. 04-05;0,51714;0,51714;0,41189;0,32951;0,51714
2021-05-04 Kl. 05-06;0,50676;0,50676;0,47576;0,38061;0,50676
2021-05-04 Kl. 06-07;0,55889;0,55889;0,55889;0,44711;0,55889
2021-05-04 Kl. 07-08;0,62903;0,62903;0,62903;0,50322;0,62903
2021-05-04 Kl. 08-09;0,63240;0,63240;0,63240;0,50592;0,63240
2021-05-04 Kl. 09-10;0,59989;0,57289;0,59989;0,47991;0,59989
2021-05-04 Kl. 10-11;0,57864;0,56551;0,57864;0,46291;0,57864
2021-05-04 Kl. 11-12;0,55751;0,55751;0,55751;0,44601;0,55751
2021-05-04 Kl. 12-13;0,54039;0,54039;0,54039;0,43231;0,54039
2021-05-04 Kl. 13-14;0,52476;0,52476;0,43939;0,35151;0,52476
2021-05-04 Kl. 14-15;0,52401;0,52401;0,37851;0,30281;0,52401
2021-05-04 Kl. 15-16;0,51939;0,51939;0,35426;0,28341;0,51939
2021-05-04 Kl. 16-17;0,51714;0,51714;0,35114;0,28091;0,51714
2021-05-04 Kl. 17-18;0,51651;0,51651;0,43051;0,34441;0,51651
2021-05-04 Kl. 18-19;0,56564;0,56564;0,56264;0,45011;0,56564
2021-05-04 Kl. 19-20;0,59001;0,59001;0,59001;0,47201;0,59001
2021-05-04 Kl. 20-21;0,60864;0,60864;0,60864;0,48691;0,60864
2021-05-04 Kl. 21-22;0,60601;0,60601;0,56601;0,45281;0,60601
2021-05-04 Kl. 22-23;0,58976;0,58976;0,48001;0,38401;0,58976
2021-05-04 Kl. 23-00;0,56764;0,56764;0,35201;0,28161;0,56764
2021-05-05 Kl. 00-01;0,53451;0,53451;0,30258;0,24206;0,53451
2021-05-05 Kl. 01-02;0,49725;0,49725;0,27970;0,22376;0,50888
2021-05-05 Kl. 02-03;0,49850;0,49850;0,27570;0,22056;0,50888
2021-05-05 Kl. 03-04;0,50063;0,50063;0,30870;0,24696;0,50763
2021-05-05 Kl. 04-05;0,52450;0,52450;0,35959;0,28767;0,52450
2021-05-05 Kl. 05-06;0,58153;0,58153;0,40085;0,32068;0,58153
2021-05-05 Kl. 06-07;0,62779;0,62779;0,62779;0,50223;0,62779
2021-05-05 Kl. 07-08;0,76331;0,76331;0,76331;0,61065;0,76331
2021-05-05 Kl. 08-09;0,79295;0,79295;0,79295;0,63436;0,79295
2021-05-05 Kl. 09-10;0,63679;0,63679;0,63679;0,50943;0,63679
2021-05-05 Kl. 10-11;0,59228;0,59228;0,57376;0,45901;0,59228
2021-05-05 Kl. 11-12;0,56326;0,56326;0,48975;0,39180;0,56326
2021-05-05 Kl. 12-13;0,56164;0,56164;0,48138;0,38510;0,56164
2021-05-05 Kl. 13-14;0,56189;0,56189;0,49425;0,39540;0,56189
2021-05-05 Kl. 14-15;0,56401;0,56401;0,47525;0,38020;0,56401
2021-05-05 Kl. 15-16;0,56264;0,56264;0,45574;0,36459;0,56264
2021-05-05 Kl. 16-17;0,56301;0,56301;0,45486;0,36389;0,56301
2021-05-05 Kl. 17-18;0,58328;0,58328;0,54839;0,43871;0,58328
2021-05-05 Kl. 18-19;0,62103;0,62103;0,62103;0,49682;0,62103
2021-05-05 Kl. 19-20;0,70943;0,70943;0,70943;0,56754;0,70943
2021-05-05 Kl. 20-21;0,71830;0,71830;0,71830;0,57464;0,71830
2021-05-05 Kl. 21-22;0,71280;0,71280;0,71280;0,57024;0,71280
2021-05-05 Kl. 22-23;0,67655;0,67655;0,57878;0,46302;0,67655
2021-05-05 Kl. 23-00;0,64391;0,64391;0,47863;0,38290;0,64391
2021-05-06 Kl. 00-01;0,63509;0,63509;0,49440;0,39552;0,63509
2021-05-06 Kl. 01-02;0,62874;0,62874;0,48618;0,38894;0,62874
2021-05-06 Kl. 02-03;0,62424;0,62424;0,45911;0,36729;0,62424
2021-05-06 Kl. 03-04;0,64433;0,64433;0,46734;0,37387;0,64433
2021-05-06 Kl. 04-05;0,66241;0,66241;0,46448;0,37158;0,66241
2021-05-06 Kl. 05-06;0,69396;0,69396;0,56475;0,45180;0,69396
2021-05-06 Kl. 06-07;0,74934;0,74934;0,74934;0,59947;0,74934
2021-05-06 Kl. 07-08;0,88180;0,88180;0,88180;0,70544;0,88180
2021-05-06 Kl. 08-09;0,83440;0,83440;0,83440;0,66752;0,83440
2021-05-06 Kl. 09-10;0,68424;0,68424;0,68424;0,54739;0,68424
2021-05-06 Kl. 10-11;0,68511;0,68511;0,68511;0,54809;0,68511
2021-05-06 Kl. 11-12;0,68698;0,68698;0,68698;0,54958;0,68698
2021-05-06 Kl. 12-13;0,74748;0,74748;0,74971;0,59977;0,74748
2021-05-06 Kl. 13-14;0,73600;0,73600;0,73600;0,58880;0,73600
2021-05-06 Kl. 14-15;0,72515;0,72515;0,72515;0,58012;0,72515
2021-05-06 Kl. 15-16;0,76119;0,76119;0,76119;0,60895;0,76119
2021-05-06 Kl. 16-17;0,78426;0,78426;0,78426;0,62741;0,78426
2021-05-06 Kl. 17-18;0,87531;0,87531;0,87531;0,70025;0,87531
2021-05-06 Kl. 18-19;0,95639;0,95639;0,94041;0,75233;0,95639
2021-05-06 Kl. 19-20;1,06340;1,06340;1,06340;0,85072;1,06340
2021-05-06 Kl. 20-21;0,99666;0,99666;0,99666;0,79733;0,99666
2021-05-06 Kl. 21-22;0,99493;0,99493;0,99493;0,79594;0,99493
2021-05-06 Kl. 22-23;0,95925;0,95925;0,95925;0,76740;0,95925
2021-05-06 Kl. 23-00;0,78128;0,78128;0,78128;0,62502;0,78128
2021-05-07 Kl. 00-01;0,74654;0,74654;0,74654;0,59723;0,74654
2021-05-07 Kl. 01-02;0,72559;0,72559;0,72559;0,58047;0,72559
2021-05-07 Kl. 02-03;0,71969;0,71969;0,70275;0,56220;0,71969
2021-05-07 Kl. 03-04;0,71956;0,71956;0,71693;0,57354;0,71956
2021-05-07 Kl. 04-05;0,72810;0,72810;0,72810;0,58248;0,72810
2021-05-07 Kl. 05-06;0,83876;0,83876;0,83876;0,67101;0,83876
2021-05-07 Kl. 06-07;0,97464;0,97464;0,91818;0,73454;0,97464
2021-05-07 Kl. 07-08;1,10953;1,10953;1,10953;0,88762;1,10953
2021-05-07 Kl. 08-09;1,23663;1,23663;1,23663;0,98930;1,23663
2021-05-07 Kl. 09-10;1,02533;1,02533;0,96549;0,77239;1,02533
2021-05-07 Kl. 10-11;0,95946;0,95946;0,98806;0,79045;0,95946
2021-05-07 Kl. 11-12;0,93788;0,93788;0,96586;0,77269;0,93788
2021-05-07 Kl. 12-13;0,82295;0,82295;0,86499;0,69199;0,82295
2021-05-07 Kl. 13-14;0,74968;0,74968;0,77478;0,61982;0,74968
2021-05-07 Kl. 14-15;0,67553;0,67553;0,67553;0,54042;0,67553
2021-05-07 Kl. 15-16;0,65520;0,65520;0,65520;0,52416;0,65520
2021-05-07 Kl. 16-17;0,66574;0,66574;0,66574;0,53259;0,66574
2021-05-07 Kl. 17-18;0,69548;0,69548;0,69548;0,55638;0,69548
2021-05-07 Kl. 18-19;0,74428;0,74428;0,76888;0,61510;0,74428
2021-05-07 Kl. 19-20;0,89246;0,89246;0,89246;0,71397;0,89246
2021-05-07 Kl. 20-21;0,74818;0,74818;0,74818;0,59854;0,74818
2021-05-07 Kl. 21-22;0,73161;0,73161;0,73161;0,58529;0,73161
2021-05-07 Kl. 22-23;0,72759;0,72759;0,72759;0,58207;0,72759
2021-05-07 Kl. 23-00;0,67578;0,67578;0,67578;0,54062;0,67578
2021-05-08 Kl. 00-01;0,69909;0,69909;0,68253;0,54602;0,69909
2021-05-08 Kl. 01-02;0,69896;0,69896;0,62320;0,49856;0,69896
2021-05-08 Kl. 02-03;0,71376;0,71376;0,60728;0,48582;0,71376
2021-05-08 Kl. 03-04;0,74750;0,74750;0,62609;0,50087;0,74750
2021-05-08 Kl. 04-05;0,74750;0,74750;0,61343;0,49074;0,74750
2021-05-08 Kl. 05-06;0,72204;0,72204;0,65908;0,52726;0,72204
2021-05-08 Kl. 06-07;0,67174;0,67174;0,64729;0,51783;0,67174
2021-05-08 Kl. 07-08;0,68065;0,68065;0,68065;0,54452;0,68065
2021-05-08 Kl. 08-09;0,69206;0,69206;0,69206;0,55365;0,69206
2021-05-08 Kl. 09-10;0,65155;0,65155;0,65155;0,52124;0,65155
2021-05-08 Kl. 10-11;0,59349;0,59349;0,57630;0,46104;0,59349
2021-05-08 Kl. 11-12;0,54946;0,54946;0,51823;0,41458;0,54946
2021-05-08 Kl. 12-13;0,53968;0,53968;0,46405;0,37124;0,53968
2021-05-08 Kl. 13-14;0,53290;0,53290;0,38604;0,28736;0,53290
2021-05-08 Kl. 14-15;0,51936;0,51936;0,37714;0,25816;0,51936
2021-05-08 Kl. 15-16;0,55348;0,55348;0,37739;0,25856;0,55348
2021-05-08 Kl. 16-17;0,59825;0,59825;0,42543;0,34034;0,59825
2021-05-08 Kl. 17-18;0,62973;0,62973;0,62785;0,50228;0,62973
2021-05-08 Kl. 18-19;0,67124;0,67124;0,67124;0,53699;0,67124
2021-05-08 Kl. 19-20;0,73533;0,73533;0,73533;0,58826;0,73533
2021-05-08 Kl. 20-21;0,77170;0,77170;0,77170;0,61736;0,77170
2021-05-08 Kl. 21-22;0,73533;0,73533;0,73533;0,58826;0,73533
2021-05-08 Kl. 22-23;0,67136;0,67136;0,67136;0,53709;0,67136
2021-05-08 Kl. 23-00;0,62935;0,62935;0,58734;0,46987;0,62935
2021-05-09 Kl. 00-01;0,58880;0,58880;0,46359;0,37087;0,58880
2021-05-09 Kl. 01-02;0,46484;0,46484;0,37863;0,21668;0,57348
2021-05-09 Kl. 02-03;0,35209;0,35209;0,37376;0,21668;0,57323
2021-05-09 Kl. 03-04;0,35171;0,35171;0,36616;0,21668;0,57074
2021-05-09 Kl. 04-05;0,35171;0,35171;0,35931;0,21708;0,57235
2021-05-09 Kl. 05-06;0,35171;0,35171;0,35408;0,21708;0,57348
2021-05-09 Kl. 06-07;0,36729;0,36729;0,34773;0,21728;0,57523
2021-05-09 Kl. 07-08;0,30363;0,30363;0,34723;0,21768;0,56201
2021-05-09 Kl. 08-09;0,34660;0,34660;0,34698;0,21788;0,47779
2021-05-09 Kl. 09-10;0,48016;0,48016;0,34946;0,21808;0,52825
2021-05-09 Kl. 10-11;0,52675;0,52675;0,34088;0,21848;0,52675
2021-05-09 Kl. 11-12;0,53460;0,53460;0,32866;0,21838;0,53460
2021-05-09 Kl. 12-13;0,53473;0,53473;0,30474;0,21808;0,53473
2021-05-09 Kl. 13-14;0,52389;0,52389;0,28718;0,21788;0,52389
2021-05-09 Kl. 14-15;0,52913;0,52913;0,28718;0,21788;0,52913
2021-05-09 Kl. 15-16;0,52664;0,52664;0,29826;0,21768;0,52664
2021-05-09 Kl. 16-17;0,50770;0,50770;0,32443;0,21758;0,50770
2021-05-09 Kl. 17-18;0,49823;0,49823;0,34025;0,21888;0,50071
2021-05-09 Kl. 18-19;0,57584;0,57584;0,46223;0,36978;0,57584
2021-05-09 Kl. 19-20;0,63565;0,63565;0,61646;0,49317;0,63565
2021-05-09 Kl. 20-21;0,64624;0,64624;0,61521;0,49217;0,64624
2021-05-09 Kl. 21-22;0,65820;0,65820;0,60899;0,48719;0,65820
2021-05-09 Kl. 22-23;0,65471;0,65471;0,52439;0,41951;0,65471
2021-05-09 Kl. 23-00;0,63651;0,63651;0,37800;0,30240;0,63651
2021-05-10 Kl. 00-01;0,57809;0,57809;0,31246;0,24997;0,57809
2021-05-10 Kl. 01-02;0,54195;0,54195;0,32766;0,26213;0,54195
2021-05-10 Kl. 02-03;0,51480;0,51480;0,32916;0,26333;0,51480
2021-05-10 Kl. 03-04;0,45636;0,45636;0,34710;0,27768;0,49486
2021-05-10 Kl. 04-05;0,50346;0,50346;0,34088;0,27270;0,51280
2021-05-10 Kl. 05-06;0,57011;0,57011;0,44989;0,35991;0,57011
2021-05-10 Kl. 06-07;0,64150;0,64150;0,64150;0,51320;0,64150
2021-05-10 Kl. 07-08;0,69794;0,69794;0,69794;0,55835;0,69794
2021-05-10 Kl. 08-09;0,71986;0,71986;0,71986;0,57589;0,71986
2021-05-10 Kl. 09-10;0,68038;0,68038;0,68038;0,54430;0,68038
2021-05-10 Kl. 10-11;0,64960;0,64960;0,64960;0,51968;0,64960
2021-05-10 Kl. 11-12;0,64125;0,64125;0,64125;0,51300;0,64125
2021-05-10 Kl. 12-13;0,63453;0,63453;0,63453;0,50762;0,63453
2021-05-10 Kl. 13-14;0,59914;0,59914;0,59914;0,47931;0,59914
2021-05-10 Kl. 14-15;0,60724;0,60724;0,60724;0,48579;0,60724
2021-05-10 Kl. 15-16;0,64213;0,64213;0,64213;0,51370;0,64213
2021-05-10 Kl. 16-17;0,64674;0,64674;0,64674;0,51739;0,64674
2021-05-10 Kl. 17-18;0,65645;0,65645;0,65645;0,52516;0,65645
2021-05-10 Kl. 18-19;0,66256;0,66256;0,66256;0,53005;0,66256
2021-05-10 Kl. 19-20;0,67464;0,67464;0,64898;0,51918;0,67464
2021-05-10 Kl. 20-21;0,67726;0,67726;0,53399;0,42719;0,67726
2021-05-10 Kl. 21-22;0,67564;0,67564;0,45400;0,36320;0,67564
2021-05-10 Kl. 22-23;0,67601;0,67601;0,36006;0,28805;0,67601
2021-05-10 Kl. 23-00;0,67365;0,67365;0,31159;0,24927;0,67365
2021-05-11 Kl. 00-01;0,66635;0,66635;0,25528;0,20422;0,66635
2021-05-11 Kl. 01-02;0,66085;0,66085;0,24440;0,19552;0,66085
2021-05-11 Kl. 02-03;0,65973;0,65973;0,23665;0,18932;0,65973
2021-05-11 Kl. 03-04;0,65973;0,65973;0,23453;0,18762;0,65973
2021-05-11 Kl. 04-05;0,66060;0,66060;0,23840;0,19072;0,66060
2021-05-11 Kl. 05-06;0,66635;0,66635;0,27751;0,22201;0,66635
2021-05-11 Kl. 06-07;0,66585;0,66585;0,49868;0,39894;0,66585
2021-05-11 Kl. 07-08;0,69409;0,69409;0,61663;0,49330;0,69409
2021-05-11 Kl. 08-09;0,71196;0,71196;0,61975;0,49580;0,71196
